# timestamp wx wy wz ax ay az
1617293829288140032 0.0046265018258337 -0.0068199856605107 0.0099895059253610 0.0011782559498302 0.0030134350257770 0.0037543627059405
1617293829305160960 0.0037289060172811 -0.0082939294763182 0.0106092115267975 -0.0031286346260135 0.0068164536425661 0.0044843499091588
1617293829320445696 0.0022091544991058 -0.0094849656895203 0.0115018032556512 0.0019268450665549 -0.0038378727896606 0.0098935710204636
1617293829335801856 0.0021689540824436 -0.0099294419491234 0.0114790292335894 -0.0021420778489893 -0.0106788247252484 0.0067969127773493
1617293829344971008 0.0020218690270127 -0.0104232918837531 0.0108899832742024 0.0024512986047745 -0.0061520610957332 0.0083893224025490
1617293829375887104 0.0001749841215853 -0.0125134552231012 0.0052430204935400 0.0030598285665404 -0.0030330076571633 0.0053996837779351
1617293829384320000 -0.0005614291882881 -0.0125122248426640 0.0025921219287000 0.0073227348757798 0.0027569192662847 0.0008436480193294
1617293829407815936 -0.0043080441045853 -0.0130697922378865 -0.0081689077616610 0.0022023251627312 -0.0055365531781523 -0.0031695034620432
1617293829425271296 -0.0068541006151454 -0.0141494561194608 -0.0150044130398002 0.0061762630879036 -0.0009459437618143 0.0015386500107126
1617293829445490176 -0.0088043135076822 -0.0150198064584185 -0.0209830738658125 0.0094641440681600 0.0085495078357794 0.0045889524179502
1617293829458822400 -0.0103146560777349 -0.0166685069049424 -0.0241572356479534 0.0018880686091165 -0.0034121114210127 0.0035367834893656
1617293829471902208 -0.0107081607656854 -0.0182502434974588 -0.0270082601160685 -0.0018413918109758 0.0002030411176331 0.0056613890583314
1617293829480667648 -0.0104949747204355 -0.0186291207730969 -0.0274975041136048 -0.0078473698647859 -0.0003840886361205 0.0020434997710719
1617293829496014336 -0.0113784690910157 -0.0200655007017299 -0.0287785272085103 -0.0054014447408144 -0.0021900566483849 0.0048508882489863
1617293829504099072 -0.0108472776431683 -0.0205438896546639 -0.0295889058229327 -0.0058581874398823 0.0013743050544304 0.0095759780733575
1617293829525759232 -0.0101182506105755 -0.0204047607930121 -0.0302759933946899 0.0013270702764776 -0.0038272603230136 0.0084721480052439
1617293829537403392 -0.0095139753645053 -0.0203651436086480 -0.0304213940007249 -0.0025216561537246 0.0001509146334448 0.0072449119343933
1617293829551789312 -0.0080935637497445 -0.0199684737537976 -0.0296151499438949 0.0020125038346470 -0.0083496034201584 0.0078419867074786
1617293829568748800 -0.0071555438190233 -0.0194104882422319 -0.0278101898519326 -0.0128551394574213 -0.0091929211969900 0.0075214399812247
