# timestamp wx wy wz ax ay az
1652460790494926080 0.0015700728470367 0.0044333766780827 0.0871457400264900 0.0151640776043407 -0.0076826471856279 0.0051807069525093
1652460790511837184 0.0016085890637441 0.0045053456353313 0.0872279414538006 0.0135004721045653 -0.0084180033853666 0.0055634620996662
1652460790523512576 0.0016436690843441 0.0045218177514304 0.0872499522301221 0.0127277118517693 -0.0087822577341435 0.0057270287331945
1652460790537546752 0.0017001896878420 0.0045195732351710 0.0872676484775968 0.0119995487842235 -0.0091415809165582 0.0058597851523124
1652460790550082048 0.0017774264321839 0.0045114626671938 0.0873216770965368 0.0113117220355072 -0.0094900729873268 0.0059540487854869
1652460790566272512 0.0018297120351682 0.0045187190844348 0.0873787255759189 0.0106539554776539 -0.0098218402554210 0.0060036060033774
1652460790584797440 0.0018347883124792 0.0045499032163202 0.0874092195149434 0.0100199844771153 -0.0101307094866442 0.0060044375490877
1652460790599040000 0.0018303849004628 0.0045884777410691 0.0874301393079231 0.0094153052436967 -0.0104091025406389 0.0059550662359393
1652460790612766208 0.0018159314783994 0.0046142676263519 0.0874369724955590 0.0088529747209262 -0.0106501479564079 0.0058573529084785
1652460790624334592 0.0017924499155537 0.0046144899142281 0.0874327390188415 0.0083469615508691 -0.0108493734918580 0.0057165850385518
1652460790631005952 0.0017476411662784 0.0045986005731934 0.0873775226336841 0.0069009175237420 -0.0112431069547023 0.0050753439739218
1652460790655508480 0.0017776989390882 0.0045549497481850 0.0873066060729098 0.0060594632638306 -0.0113663251396991 0.0044008897718604
1652460790664630528 0.0017931232980552 0.0045452449815844 0.0872602343569953 0.0058916770396605 -0.0112946232729251 0.0041360312959341
1652460790670825728 0.0017764292809638 0.0045391279324853 0.0872097923541307 0.0057410637575757 -0.0111840739038014 0.0038532036753526
1652460790687620096 0.0016421877895468 0.0045221340069785 0.0871874692857484 0.0054375006900592 -0.0108947763955226 0.0032590310458837
1652460790695061760 0.0015873711101061 0.0045029847272283 0.0871989797279349 0.0052761872881320 -0.0107322303062634 0.0029690279726828
1652460790704156928 0.0015590968462910 0.0044831544678794 0.0872072557341993 0.0051041958301666 -0.0105691225454290 0.0026968954095206
1652460790710795776 0.0015489555841688 0.0044660135926775 0.0872165930542678 0.0049161062991135 -0.0104132861156235 0.0024469448182713
1652460790735910400 0.0015276223847989 0.0043312778358647 0.0872318823566203 0.0042504027844204 -0.0099847679533772 0.0018353359561836
1652460790745122816 0.0014944262721619 0.0042490414344981 0.0872171148750663 0.0040267311823120 -0.0098308044807119 0.0016831444462020
1652460790753896704 0.0014381440793393 0.0041785249959584 0.0871916261251480 0.0038408674128332 -0.0096526133844274 0.0015676560521218
1652460790767294208 0.0013146999058486 0.0041088410749987 0.0871121356016402 0.0037075981797864 -0.0091858314444388 0.0014935067221571
1652460790775323904 0.0012912564581833 0.0041040892679374 0.0870554737994478 0.0037990423437819 -0.0088881525860060 0.0015513265998157
1652460790786608384 0.0013058319771523 0.0041061896273763 0.0869895678712398 0.0039996893017250 -0.0085471051914516 0.0016722341200495
1652460790793829120 0.0013355956146684 0.0041156298932529 0.0869065738732585 0.0043583081499952 -0.0083140288782783 0.0017943315439009
1652460790808902144 0.0013368731747402 0.0041331960680528 0.0868280463709740 0.0047542423245075 -0.0079083246843664 0.0020141499426093
1652460790821076224 0.0012793640883839 0.0041661296606691 0.0867155971294472 0.0052322215411102 -0.0074970656306699 0.0022705658823052
1652460790832540672 0.0012001112306045 0.0042218542265089 0.0865950690126234 0.0057805358530015 -0.0071020015831490 0.0025624061388501
1652460790841247232 0.0011473546847679 0.0042989822129751 0.0864942453170885 0.0063875585873064 -0.0067345296504360 0.0028923288985727
1652460790855801600 0.0011031109956757 0.0043838161078455 0.0863813714464782 0.0070396973959085 -0.0063938832263337 0.0032608894564812
1652460790872798208 0.0010379507470915 0.0044703363599357 0.0862197478414312 0.0077271785271052 -0.0060740030755434 0.0036619478375876
1652460790884168448 0.0009769343999668 0.0045742614780900 0.0860394070563735 0.0084541743340891 -0.0057670729544555 0.0040837536881788
1652460790897833472 0.0009404074855868 0.0046940068640901 0.0858741190302404 0.0092357077945659 -0.0054625365295782 0.0045142136585379
1652460790903679232 0.0009212744595709 0.0048107722750914 0.0857397101645573 0.0100843690215995 -0.0051485620289500 0.0049434108555912
1652460790911877376 0.0008951095675606 0.0049162761315584 0.0856297460597231 0.0109970127870538 -0.0048207188527876 0.0053624380832410
1652460790931255040 0.0008663485894046 0.0050126675764526 0.0855464537280203 0.0119510392286884 -0.0044870718348380 0.0057626950785274
1652460790965837568 0.0008697902356893 0.0051013814407332 0.0854811771817035 0.0126969710498743 -0.0039192043652468 0.0060993299016679
1652460790981579776 0.0008805462272831 0.0051753572912843 0.0854628782631304 0.0136409539948986 -0.0036048661753810 0.0064519375516535
1652460790998842880 0.0008839416453529 0.0052443667504531 0.0854318850560997 0.0145551757653017 -0.0032978544866727 0.0067856764058017
